empenho,data,dataEmpenho,municipio,unidade,codigoUnidade,orgao,unidadeOrcamentaria,credor,valor,,
1,17,2020-01-20 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,CÂMARA MUNICIPAL DE TUCANO,Câmara Municipal de Tucano,JOAO ROMA SOCIEDADE INDIVIDUAL DE ADVOCACIA,6860,,,2020-01-02 00:00:00.000
7,21,2020-01-20 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,CÂMARA MUNICIPAL DE TUCANO,Câmara Municipal de Tucano,CARVALHO SOCIEDADE INDIVIDUAL DE ADVOCACIA,8746.2,,,2020-01-02 00:00:00.000
8,1,2020-01-20 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,CÂMARA MUNICIPAL DE TUCANO,Câmara Municipal de Tucano,VEREADORES DE TUCANO,84218.76,,,2020-01-02 00:00:00.000
9,2,2020-01-20 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,CÂMARA MUNICIPAL DE TUCANO,Câmara Municipal de Tucano,SERVIDORES DA CÂMARA,10070.1,,,2020-01-02 00:00:00.000
10,2,2020-01-20 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,CÂMARA MUNICIPAL DE TUCANO,Câmara Municipal de Tucano,SERVIDORES DA CÂMARA,14830.62,,,2020-01-02 00:00:00.000
16,9,2020-01-21 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,CÂMARA MUNICIPAL DE TUCANO,Câmara Municipal de Tucano,CAIXA ECONOMICA FEDERAL,23.76,,,2020-01-02 00:00:00.000
15,15,2020-01-21 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,CÂMARA MUNICIPAL DE TUCANO,Câmara Municipal de Tucano,ORCONTAL - ORGANIZAÇÃO CONTÁBIL ALMEIDA LTDA.,9611,,,2020-01-02 00:00:00.000
13,20,2020-01-21 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,CÂMARA MUNICIPAL DE TUCANO,Câmara Municipal de Tucano,ESCRITU`S SOLUÇOES CONTABEIS LTDA ME,3430,,,2020-01-03 00:00:00.000
12,16,2020-01-21 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,CÂMARA MUNICIPAL DE TUCANO,Câmara Municipal de Tucano,ORCONTAL - ORGANIZAÇÃO CONTÁBIL ALMEIDA LTDA.,3844.4,,,2020-01-02 00:00:00.000
14,10,2020-01-21 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,CÂMARA MUNICIPAL DE TUCANO,Câmara Municipal de Tucano,ESCRITU`S SOLUÇOES CONTABEIS LTDA ME,3381,,,2020-01-02 00:00:00.000
17,9,2020-01-27 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,CÂMARA MUNICIPAL DE TUCANO,Câmara Municipal de Tucano,CAIXA ECONOMICA FEDERAL,78.5,,,2020-01-02 00:00:00.000
18,19,2020-01-30 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,CÂMARA MUNICIPAL DE TUCANO,Câmara Municipal de Tucano,RCS INFORMATICA LTDA,2888.7,,,2020-01-03 00:00:00.000
22,14,2020-01-31 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,CÂMARA MUNICIPAL DE TUCANO,Câmara Municipal de Tucano,EMBACOFIT ASSESSORIA EIRELI ME,3920,,,2020-01-02 00:00:00.000
28,9,2020-01-31 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,CÂMARA MUNICIPAL DE TUCANO,Câmara Municipal de Tucano,CAIXA ECONOMICA FEDERAL,28.5,,,2020-01-02 00:00:00.000
19,4,2020-01-31 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,CÂMARA MUNICIPAL DE TUCANO,Câmara Municipal de Tucano,COELBA,1389.11,,,2020-01-02 00:00:00.000
23,12,2020-01-31 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,CÂMARA MUNICIPAL DE TUCANO,Câmara Municipal de Tucano,GM LOCAÇÃO DE SERVIÇOS LTDA,11738.11,,,2020-01-02 00:00:00.000
26,18,2020-01-31 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,CÂMARA MUNICIPAL DE TUCANO,Câmara Municipal de Tucano,RCS INFORMATICA LTDA,5238,,,2020-01-02 00:00:00.000
25,13,2020-01-31 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,CÂMARA MUNICIPAL DE TUCANO,Câmara Municipal de Tucano,INSTITUTO MUNICIPAL DE ADMINISTRAÇÃO PUBLICA,430,,,2020-01-02 00:00:00.000
20,6,2020-01-31 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,CÂMARA MUNICIPAL DE TUCANO,Câmara Municipal de Tucano,EMBASA,70.94,,,2020-01-02 00:00:00.000
24,11,2020-01-31 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,CÂMARA MUNICIPAL DE TUCANO,Câmara Municipal de Tucano,ARRUDA COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA,8655.22,,,2020-01-02 00:00:00.000
29,2,2020-02-03 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,CÂMARA MUNICIPAL DE TUCANO,Câmara Municipal de Tucano,SERVIDORES DA CÂMARA,5372.91,,,2020-01-02 00:00:00.000
31,22,2020-02-03 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,CÂMARA MUNICIPAL DE TUCANO,Câmara Municipal de Tucano,ORCONTAL - ORGANIZAÇÃO CONTÁBIL ALMEIDA LTDA.,8023.51,,,2020-02-03 00:00:00.000
32,9,2020-02-04 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,CÂMARA MUNICIPAL DE TUCANO,Câmara Municipal de Tucano,CAIXA ECONOMICA FEDERAL,2.64,,,2020-01-02 00:00:00.000
33,7,2020-02-18 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,CÂMARA MUNICIPAL DE TUCANO,Câmara Municipal de Tucano,TELEMAR NORTE LESTE S/A,104.72,,,2020-01-02 00:00:00.000
36,2,2020-02-18 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,CÂMARA MUNICIPAL DE TUCANO,Câmara Municipal de Tucano,SERVIDORES DA CÂMARA,5659.46,,,2020-01-02 00:00:00.000
37,9,2020-02-19 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,CÂMARA MUNICIPAL DE TUCANO,Câmara Municipal de Tucano,CAIXA ECONOMICA FEDERAL,1.98,,,2020-01-02 00:00:00.000
45,15,2020-02-20 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,CÂMARA MUNICIPAL DE TUCANO,Câmara Municipal de Tucano,ORCONTAL - ORGANIZAÇÃO CONTÁBIL ALMEIDA LTDA.,9609,,,2020-01-02 00:00:00.000
44,21,2020-02-20 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,CÂMARA MUNICIPAL DE TUCANO,Câmara Municipal de Tucano,CARVALHO SOCIEDADE INDIVIDUAL DE ADVOCACIA,8746.2,,,2020-01-02 00:00:00.000
38,17,2020-02-20 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,CÂMARA MUNICIPAL DE TUCANO,Câmara Municipal de Tucano,JOAO ROMA SOCIEDADE INDIVIDUAL DE ADVOCACIA,6860,,,2020-01-02 00:00:00.000
54,19,2020-02-20 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,CÂMARA MUNICIPAL DE TUCANO,Câmara Municipal de Tucano,RCS INFORMATICA LTDA,2910,,,2020-01-03 00:00:00.000
48,20,2020-02-20 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,CÂMARA MUNICIPAL DE TUCANO,Câmara Municipal de Tucano,ESCRITU`S SOLUÇOES CONTABEIS LTDA ME,3430,,,2020-01-03 00:00:00.000
42,14,2020-02-20 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,CÂMARA MUNICIPAL DE TUCANO,Câmara Municipal de Tucano,EMBACOFIT ASSESSORIA EIRELI ME,3920,,,2020-01-02 00:00:00.000
46,16,2020-02-20 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,CÂMARA MUNICIPAL DE TUCANO,Câmara Municipal de Tucano,ORCONTAL - ORGANIZAÇÃO CONTÁBIL ALMEIDA LTDA.,3843.6,,,2020-01-02 00:00:00.000
62,10,2020-02-20 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,CÂMARA MUNICIPAL DE TUCANO,Câmara Municipal de Tucano,ESCRITU`S SOLUÇOES CONTABEIS LTDA ME,3381,,,2020-01-02 00:00:00.000
56,9,2020-02-20 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,CÂMARA MUNICIPAL DE TUCANO,Câmara Municipal de Tucano,CAIXA ECONOMICA FEDERAL,19,,,2020-01-02 00:00:00.000
58,2,2020-02-20 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,CÂMARA MUNICIPAL DE TUCANO,Câmara Municipal de Tucano,SERVIDORES DA CÂMARA,9166.3,,,2020-01-02 00:00:00.000
59,2,2020-02-20 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,CÂMARA MUNICIPAL DE TUCANO,Câmara Municipal de Tucano,SERVIDORES DA CÂMARA,9134.63,,,2020-01-02 00:00:00.000
39,4,2020-02-20 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,CÂMARA MUNICIPAL DE TUCANO,Câmara Municipal de Tucano,COELBA,1351.69,,,2020-01-02 00:00:00.000
41,12,2020-02-20 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,CÂMARA MUNICIPAL DE TUCANO,Câmara Municipal de Tucano,GM LOCAÇÃO DE SERVIÇOS LTDA,11735.32,,,2020-01-02 00:00:00.000
