empenho,data,dataEmpenho,municipio,unidade,codigoUnidade,orgao,unidadeOrcamentaria,credor,valor,,
1,21,2016-01-19 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,Camara Municipal de Tucano,Camara Municipal de Tucano,RICARDO CASALI SIMOES -  EIRELE - ME,4000,,,2016-01-15 00:00:00.000
3,12,2016-01-20 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,Camara Municipal de Tucano,Camara Municipal de Tucano,CAMARA MUNICIPAL DE VEREADORES,21239.09,,,2016-01-04 00:00:00.000
5,13,2016-01-20 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,Camara Municipal de Tucano,Camara Municipal de Tucano,CAMARA MUNICIPAL DE VEREADORES,68266.1,,,2016-01-04 00:00:00.000
9,12,2016-01-21 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,Camara Municipal de Tucano,Camara Municipal de Tucano,CAMARA MUNICIPAL DE VEREADORES,2016.65,,,2016-01-04 00:00:00.000
10,8,2016-01-21 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,Camara Municipal de Tucano,Camara Municipal de Tucano,HELCIO REIS DE SANTANA,500,,,2016-01-04 00:00:00.000
8,15,2016-01-21 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,Camara Municipal de Tucano,Camara Municipal de Tucano,EDNEI SANTANA DE NOBREGA,320,,,2016-01-05 00:00:00.000
7,16,2016-01-21 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,Camara Municipal de Tucano,Camara Municipal de Tucano,AURELINO DE JESUS FARIAS,211,,,2016-01-06 00:00:00.000
11,14,2016-01-21 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,Camara Municipal de Tucano,Camara Municipal de Tucano,CAIXA ECONOMICA FEDERAL,22.44,,,2016-01-04 00:00:00.000
22,14,2016-01-22 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,Camara Municipal de Tucano,Camara Municipal de Tucano,CAIXA ECONOMICA FEDERAL,3.3,,,2016-01-04 00:00:00.000
21,18,2016-01-22 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,Camara Municipal de Tucano,Camara Municipal de Tucano,RICARDO CASALI SIMOES -  EIRELE - ME,650,,,2016-01-08 00:00:00.000
19,3,2016-01-22 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,Camara Municipal de Tucano,Camara Municipal de Tucano,COUTO, MATOS E WILDBERGER ADVOGADOS ASSOCIADOS,5910,,,2016-01-04 00:00:00.000
18,2,2016-01-22 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,Camara Municipal de Tucano,Camara Municipal de Tucano,TRANSPARENCIA ASSESSORIA CONTBIL LTDA ME,5500,,,2016-01-04 00:00:00.000
17,1,2016-01-22 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,Camara Municipal de Tucano,Camara Municipal de Tucano,TRANSPARENCIA ASSESSORIA CONTBIL LTDA ME,5500,,,2016-01-04 00:00:00.000
23,10,2016-01-25 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,Camara Municipal de Tucano,Camara Municipal de Tucano,RIBAMAR MARTINS DE JESUS,7000,,,2016-01-04 00:00:00.000
25,20,2016-01-25 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,Camara Municipal de Tucano,Camara Municipal de Tucano,M &amp; S CONSULTORIA E ASSESSORIA EM GESTÃO PÚBLICA L,4000,,,2016-01-15 00:00:00.000
24,22,2016-01-25 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,Camara Municipal de Tucano,Camara Municipal de Tucano,RCS INFORMÁTICA LTDA,3000,,,2016-01-15 00:00:00.000
27,11,2016-01-26 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,Camara Municipal de Tucano,Camara Municipal de Tucano,EMBASA,172.44,,,2016-01-04 00:00:00.000
26,17,2016-01-26 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,Camara Municipal de Tucano,Camara Municipal de Tucano,DINFO SERVIÇOS D EINTERNET LTDA,300,,,2016-01-07 00:00:00.000
28,5,2016-01-27 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,Camara Municipal de Tucano,Camara Municipal de Tucano,INSTITUTO MUNICIPAL DE ADMINISTRAÇÃO PUBLICA,350,,,2016-01-04 00:00:00.000
29,6,2016-01-27 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,Camara Municipal de Tucano,Camara Municipal de Tucano,TELEMAR NORTE LESTE S/A,106.83,,,2016-01-04 00:00:00.000
30,19,2016-01-27 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,Camara Municipal de Tucano,Camara Municipal de Tucano,ARISTON FERREIRA DE ARAUJO ME,742.6,,,2016-01-14 00:00:00.000
32,4,2016-01-28 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,Camara Municipal de Tucano,Camara Municipal de Tucano,A.R. COMERCIO DE GLP LTDA,6884.27,,,2016-01-04 00:00:00.000
34,14,2016-01-28 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,Camara Municipal de Tucano,Camara Municipal de Tucano,CAIXA ECONOMICA FEDERAL,0.66,,,2016-01-04 00:00:00.000
35,7,2016-01-29 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,Camara Municipal de Tucano,Camara Municipal de Tucano,COELBA,965.02,,,2016-01-04 00:00:00.000
36,14,2016-02-02 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,Camara Municipal de Tucano,Camara Municipal de Tucano,CAIXA ECONOMICA FEDERAL,29.5,,,2016-01-04 00:00:00.000
38,9,2016-02-03 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,Camara Municipal de Tucano,Camara Municipal de Tucano,INSS - INSTITUTO NACIONAL DE SEGURIDADE SOCIAL,29089.58,,,2016-01-04 00:00:00.000
39,12,2016-02-04 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,Camara Municipal de Tucano,Camara Municipal de Tucano,CAMARA MUNICIPAL DE VEREADORES,337.33,,,2016-01-04 00:00:00.000
40,14,2016-02-05 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,Camara Municipal de Tucano,Camara Municipal de Tucano,CAIXA ECONOMICA FEDERAL,0.66,,,2016-01-04 00:00:00.000
