empenho,data,dataEmpenho,municipio,unidade,codigoUnidade,orgao,unidadeOrcamentaria,credor,valor,,
1,4,2015-01-21 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,CÂMARA MUNICIPAL DE VEREADORES,CÂMARA MUNICIPAL DE VEREADORES,CÂMARA MUNICIPAL DE TUCANO,65934.39,,,2015-01-02 00:00:00.000
3,5,2015-01-21 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,CÂMARA MUNICIPAL DE VEREADORES,CÂMARA MUNICIPAL DE VEREADORES,CÂMARA MUNICIPAL DE TUCANO,2832,,,2015-01-02 00:00:00.000
4,5,2015-01-21 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,CÂMARA MUNICIPAL DE VEREADORES,CÂMARA MUNICIPAL DE VEREADORES,CÂMARA MUNICIPAL DE TUCANO,773.31,,,2015-01-02 00:00:00.000
2,5,2015-01-21 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,CÂMARA MUNICIPAL DE VEREADORES,CÂMARA MUNICIPAL DE VEREADORES,CÂMARA MUNICIPAL DE TUCANO,17094.75,,,2015-01-02 00:00:00.000
8,11,2015-01-22 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,CÂMARA MUNICIPAL DE VEREADORES,CÂMARA MUNICIPAL DE VEREADORES,TRANSPARENCIA ASSESSORIA CONTBIL LTDA ME,5500,,,2015-01-02 00:00:00.000
9,12,2015-01-22 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,CÂMARA MUNICIPAL DE VEREADORES,CÂMARA MUNICIPAL DE VEREADORES,TRANSPARENCIA ASSESSORIA CONTBIL LTDA ME,5500,,,2015-01-02 00:00:00.000
6,6,2015-01-22 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,CÂMARA MUNICIPAL DE VEREADORES,CÂMARA MUNICIPAL DE VEREADORES,COUTO, MATOS E WILDBERGER ADVOGADOS ASSOCIADOS,5910,,,2015-01-02 00:00:00.000
10,13,2015-01-22 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,CÂMARA MUNICIPAL DE VEREADORES,CÂMARA MUNICIPAL DE VEREADORES,CAIXA ECONOMICA FEDERAL,23.76,,,2015-01-02 00:00:00.000
7,7,2015-01-22 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,CÂMARA MUNICIPAL DE VEREADORES,CÂMARA MUNICIPAL DE VEREADORES,DINFO SERVIÇOS DE INTERNET LTDA,300,,,2015-01-02 00:00:00.000
15,18,2015-01-22 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,CÂMARA MUNICIPAL DE VEREADORES,CÂMARA MUNICIPAL DE VEREADORES,M &amp; S CONSULTORIA E ASSESSORIA EM GESTÃO PÚBLICA L,4000,,,2015-01-02 00:00:00.000
16,19,2015-01-22 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,CÂMARA MUNICIPAL DE VEREADORES,CÂMARA MUNICIPAL DE VEREADORES,RCS INFORMATICA LTDA,3000,,,2015-01-02 00:00:00.000
17,3,2015-01-23 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,CÂMARA MUNICIPAL DE VEREADORES,CÂMARA MUNICIPAL DE VEREADORES,DINFO SERVIÇOS DE INTERNET LTDA,1000,,,2015-01-02 00:00:00.000
19,9,2015-01-23 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,CÂMARA MUNICIPAL DE VEREADORES,CÂMARA MUNICIPAL DE VEREADORES,RIBAMAR MARTINS DE JESUS,7000,,,2015-01-02 00:00:00.000
18,8,2015-01-23 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,CÂMARA MUNICIPAL DE VEREADORES,CÂMARA MUNICIPAL DE VEREADORES,INSTITUTO MUNICIPAL DE ADMINISTRAÇÃO PUBLICA,350,,,2015-01-02 00:00:00.000
20,2,2015-01-26 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,CÂMARA MUNICIPAL DE VEREADORES,CÂMARA MUNICIPAL DE VEREADORES,Carmo Matos Comercio de Vidro Ltda,225,,,2015-01-02 00:00:00.000
25,16,2015-01-30 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,CÂMARA MUNICIPAL DE VEREADORES,CÂMARA MUNICIPAL DE VEREADORES,EMBASA,276.4,,,2015-01-02 00:00:00.000
22,10,2015-01-30 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,CÂMARA MUNICIPAL DE VEREADORES,CÂMARA MUNICIPAL DE VEREADORES,MICRO POSTO TUCANO LTDA,4702.98,,,2015-01-02 00:00:00.000
23,14,2015-01-30 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,CÂMARA MUNICIPAL DE VEREADORES,CÂMARA MUNICIPAL DE VEREADORES,TELEMAR NORTE LESTE S/A,144.08,,,2015-01-02 00:00:00.000
24,15,2015-01-30 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,CÂMARA MUNICIPAL DE VEREADORES,CÂMARA MUNICIPAL DE VEREADORES,COELBA,697.53,,,2015-01-02 00:00:00.000
21,1,2015-01-30 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,CÂMARA MUNICIPAL DE VEREADORES,CÂMARA MUNICIPAL DE VEREADORES,ROBSON FERREIRA DE JESUS ME,353,,,2015-01-02 00:00:00.000
26,14,2015-02-06 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,CÂMARA MUNICIPAL DE VEREADORES,CÂMARA MUNICIPAL DE VEREADORES,TELEMAR NORTE LESTE S/A,207.91,,,2015-01-02 00:00:00.000
27,20,2015-02-06 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,CÂMARA MUNICIPAL DE VEREADORES,CÂMARA MUNICIPAL DE VEREADORES,Fórum da Comarca de Tucano - Tabelionato de Notas,45.08,,,2015-02-02 00:00:00.000
29,28,2015-02-10 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,CÂMARA MUNICIPAL DE VEREADORES,CÂMARA MUNICIPAL DE VEREADORES,MAÍSA DE JESUS MACEDO,100,,,2015-02-10 00:00:00.000
30,27,2015-02-10 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,CÂMARA MUNICIPAL DE VEREADORES,CÂMARA MUNICIPAL DE VEREADORES,CARLOS ALBERTO SANTANA FARIAS,100,,,2015-02-10 00:00:00.000
28,23,2015-02-10 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,CÂMARA MUNICIPAL DE VEREADORES,CÂMARA MUNICIPAL DE VEREADORES,Rodrigo Cavalcante dos Reis,100,,,2015-02-02 00:00:00.000
35,17,2015-02-20 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,CÂMARA MUNICIPAL DE VEREADORES,CÂMARA MUNICIPAL DE VEREADORES,INSS - INSTITUTO NACIONAL DE SEGURIDADE SOCIAL,27998.41,,,2015-01-02 00:00:00.000
32,5,2015-02-20 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,CÂMARA MUNICIPAL DE VEREADORES,CÂMARA MUNICIPAL DE VEREADORES,CÂMARA MUNICIPAL DE TUCANO,21813.45,,,2015-01-02 00:00:00.000
31,4,2015-02-20 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,CÂMARA MUNICIPAL DE VEREADORES,CÂMARA MUNICIPAL DE VEREADORES,CÂMARA MUNICIPAL DE TUCANO,65934.39,,,2015-01-02 00:00:00.000
39,11,2015-02-23 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,CÂMARA MUNICIPAL DE VEREADORES,CÂMARA MUNICIPAL DE VEREADORES,TRANSPARENCIA ASSESSORIA CONTBIL LTDA ME,5500,,,2015-01-02 00:00:00.000
40,12,2015-02-23 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,CÂMARA MUNICIPAL DE VEREADORES,CÂMARA MUNICIPAL DE VEREADORES,TRANSPARENCIA ASSESSORIA CONTBIL LTDA ME,5500,,,2015-01-02 00:00:00.000
41,6,2015-02-23 00:00:00.000,TUCANO,Camara Municipal de TUCANO,807,CÂMARA MUNICIPAL DE VEREADORES,CÂMARA MUNICIPAL DE VEREADORES,COUTO, MATOS E WILDBERGER ADVOGADOS ASSOCIADOS,5910,,,2015-01-02 00:00:00.000
